npi,tier,hospital_affiliated,known_autonomic_biller,state,taxonomy
1073397154,T1,N,N,ME,Social Worker - Clinical
1104179613,off-grid,N,N,MA,Nurse Practitioner
1700800935,T1,N,N,MA,Social Worker - Clinical
1275218448,off-grid,N,N,MA,Physician Assistant
1134793805,T1,N,N,RI,Social Worker - Clinical
1083316467,off-grid,Y,N,MA,Hospitalist
1033614938,off-grid,N,N,MA,Family Medicine
1043392590,T3,N,N,MA,Nurse Practitioner - Gerontology
1568509594,off-grid,Y,N,MA,Pediatrics
1679039234,T1,N,N,CA,Social Worker - Clinical
1871153445,off-grid,Y,N,MA,Emergency Medicine
1013994755,off-grid,N,N,MA,Surgery - Vascular Surgery
1730258880,off-grid,Y,N,MA,Internal Medicine - Infectious Disease
1871578823,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1346883345,off-grid,N,N,MA,Nurse Practitioner
1437350675,off-grid,N,N,MA,Dentist - Oral and Maxillofacial Surgery
1124428446,T1,N,N,NM,Marriage & Family Therapist
1700873635,off-grid,N,N,NH,Social Worker
1891021788,T3,Y,N,MA,Physician Assistant
1043570930,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1043346786,off-grid,Y,N,MA,Colon & Rectal Surgery
1639585458,T1,N,N,MA,Counselor - Mental Health
1790942274,off-grid,Y,N,CT,Radiology - Diagnostic Radiology
1134679889,T1,N,N,MA,Behavior Analyst
1639178502,off-grid,N,N,MA,Pediatrics
1235730235,T5,N,N,MA,Speech-Language Pathologist
1386933117,off-grid,N,N,MA,Otolaryngology
1245830272,T5,N,N,MA,"Dietitian, Registered"
1023466950,off-grid,N,N,DC,Emergency Medicine
1952357105,off-grid,Y,N,MA,Nurse Practitioner
1568133072,off-grid,N,N,MA,Physician Assistant
1437608841,off-grid,N,N,MA,Nurse Practitioner
1659735769,T5,N,N,CA,Family Medicine
1013075993,off-grid,N,N,NH,Podiatrist - Foot & Ankle Surgery
1912199779,off-grid,Y,N,PA,Radiology - Diagnostic Radiology
1982483566,T3,N,N,NH,Physician Assistant
1174058911,T1,N,N,CO,Counselor - Mental Health
1720668437,off-grid,Y,N,MO,Emergency Medicine
1316920184,off-grid,Y,N,MA,Internal Medicine
1942237334,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1194314807,off-grid,N,N,MA,Physician Assistant
1063640555,off-grid,N,N,ME,Urology
1346796091,T5,N,N,AL,Internal Medicine - Gastroenterology
1053504894,T5,N,N,MA,Physical Medicine & Rehabilitation
1942861935,off-grid,N,N,CT,Nurse Practitioner - Acute Care
1174508105,off-grid,N,N,NY,Hospitalist
1578971370,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1902204936,T1,N,N,RI,Social Worker - Clinical
1497317457,off-grid,N,N,NH,Physician Assistant
1487809125,T1,N,N,MA,Social Worker - Clinical
1902489115,off-grid,N,N,ME,Social Worker - Clinical
1477903672,off-grid,Y,N,MO,Radiology - Diagnostic Radiology
1871980342,T1,N,N,NY,Social Worker - Clinical
1730497009,T1,N,N,UT,Social Worker
1740483742,off-grid,N,N,RI,Pathology - Anatomic Pathology & Clinical Pathology
1699160234,off-grid,N,N,MA,Internal Medicine - Nephrology
1508806092,off-grid,N,N,MA,Pediatrics
1043219470,off-grid,Y,N,MA,Family Medicine
1528696853,off-grid,N,N,NY,Emergency Medicine
1710390133,off-grid,Y,N,MA,Radiology - Radiation Oncology
1760636542,T1,N,N,CT,Social Worker - Clinical
1255600938,T1,N,N,MA,Behavior Analyst
1306395801,T1,N,N,MA,Counselor - Mental Health
1831680404,off-grid,N,N,MA,Internal Medicine
1790767440,T5,N,N,MA,Pediatrics
1811218555,off-grid,N,N,MA,Emergency Medicine
1649059536,T1,N,N,NY,Counselor - Mental Health
1922664549,off-grid,N,N,VT,Nurse Practitioner - Family
1679552244,off-grid,N,N,ME,Specialist
1871052548,off-grid,Y,N,MA,Physician Assistant
1477829067,T5,N,N,MA,Pathology - Anatomic Pathology & Clinical Pathology
1568754414,T1,N,N,CO,Social Worker - Clinical
1528646783,off-grid,N,N,MA,Pediatrics
1497252423,T1,N,N,OH,Social Worker
1669446373,T5,N,N,MA,Radiology - Diagnostic Radiology
1235747023,T1,N,N,MA,Counselor - Mental Health
1316985617,off-grid,N,N,MA,Internal Medicine - Medical Oncology
1942646674,off-grid,N,N,MA,Orthopaedic Surgery - Sports Medicine
1114033263,T1,N,N,MA,Psychologist - Clinical
1205860111,off-grid,Y,N,MA,Internal Medicine
1922127315,T1,N,N,MA,Counselor - Mental Health
1275100307,T1,N,N,MA,Social Worker - Clinical
1639644057,off-grid,Y,N,NH,Nurse Practitioner - Acute Care
1356370506,off-grid,N,N,MA,Social Worker - Clinical
1639104714,T5,N,N,MA,Internal Medicine - Cardiovascular Disease
1003461765,T1,N,N,MA,Social Worker - Clinical
1467972182,off-grid,Y,N,RI,Internal Medicine
1053369637,off-grid,Y,N,MA,Internal Medicine
1144212838,off-grid,N,N,ME,Physical Medicine & Rehabilitation
1447417738,off-grid,Y,N,MA,Colon & Rectal Surgery
1639749872,T1,N,N,MA,Social Worker - Clinical
1598208621,off-grid,N,N,NH,Nurse Practitioner - Family
1215957485,off-grid,N,N,PA,Radiology - Diagnostic Radiology
1306864319,off-grid,Y,N,MA,Clinical Neuropsychologist
1437365897,T5,Y,N,MI,Internal Medicine
1689060097,off-grid,N,N,MA,Internal Medicine - Nephrology
1194220756,T1,N,N,MA,Counselor - Mental Health
1144368309,off-grid,N,N,RI,Psychiatry & Neurology - Psychiatry
1548159650,off-grid,N,N,MA,Physician Assistant
1568853711,off-grid,Y,N,CT,Nurse Practitioner - Family
1295415701,off-grid,N,N,NY,Nurse Practitioner - Family
1336196096,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1396620621,off-grid,N,N,NH,Orthopaedic Surgery
1215309521,off-grid,N,N,OR,Physician Assistant
1699751123,off-grid,N,N,MA,Nurse Practitioner - Pediatrics
1245800572,off-grid,N,N,MA,Nurse Practitioner - Family
1154109270,off-grid,N,N,ME,Physician Assistant
1730635186,T1,N,N,CT,Counselor - Addiction (Substance Use Disorder)
1831788561,T1,N,N,MA,Counselor - Mental Health
1750088811,T1,N,N,MA,Behavior Analyst
1881530079,off-grid,N,N,MA,Physician Assistant
1225328321,off-grid,N,N,MA,Ophthalmology
1316933757,T3,N,N,RI,Nurse Practitioner - Family
1285949321,T5,N,N,MA,Internal Medicine
1083906317,T5,N,N,PA,Pediatrics
1861885337,T2,N,N,ME,Counselor - Professional
1760134639,T2,N,N,TX,Social Worker - Clinical
1265096416,T1,N,N,MA,Social Worker
1346675436,off-grid,Y,N,MA,Physician Assistant
1366644122,off-grid,N,N,MA,Pediatrics
1992389647,T1,N,N,MA,Social Worker - Clinical
1881195923,T1,N,N,MA,Counselor - Mental Health
1528417441,off-grid,Y,N,MA,Surgery
1447189246,T3,N,N,MA,Physician Assistant
1124054515,off-grid,N,N,NH,Emergency Medicine - Emergency Medical Services
1225323710,T5,N,N,RI,Otolaryngology
1861652349,off-grid,N,N,RI,Urology
1154368454,T5,Y,N,RI,Dermatology
1801373089,off-grid,Y,N,PR,Psychiatry & Neurology - Epilepsy
1386112985,T1,N,N,RI,Counselor - Mental Health
1174564983,off-grid,N,N,RI,Psychiatry & Neurology - Neurology
1083476014,T1,N,N,RI,Social Worker - Clinical
1124071196,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1710933411,T5,N,N,MA,Internal Medicine - Nephrology
1386071389,off-grid,Y,N,MA,Social Worker - Clinical
1366611188,T5,N,N,MA,Physical Medicine & Rehabilitation
1992092308,T1,N,N,NY,Social Worker - Clinical
1093023517,T1,N,N,MA,Social Worker - Clinical
1144435116,off-grid,Y,N,MA,Family Medicine
1740812239,T1,N,N,VT,Social Worker - Clinical
1235011222,T5,N,N,CT,"Dietitian, Registered"
1326068479,off-grid,N,N,MA,Internal Medicine - Gastroenterology
1164656732,off-grid,N,N,MA,Nurse Practitioner - Family
1811623366,T1,N,N,MA,Social Worker - Clinical
1013584051,T1,N,N,MA,Social Worker - Clinical
1538797527,T3,N,N,RI,Nurse Practitioner - Family
1265929509,T1,N,N,IL,Social Worker - Clinical
1821403841,off-grid,Y,N,PA,Physical Medicine & Rehabilitation
1881780088,off-grid,N,N,MA,Psychologist - Clinical
1376788232,off-grid,N,N,NH,Physician Assistant - Surgical
1033831987,off-grid,Y,N,MA,Physician Assistant
1750363990,off-grid,Y,N,MA,Internal Medicine - Critical Care Medicine
1073616991,T1,N,N,MA,Social Worker - Clinical
1831123694,T5,N,N,MA,Internal Medicine - Nephrology
1124480355,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1104850999,off-grid,N,N,MA,Obstetrics & Gynecology
1558535559,off-grid,N,N,ME,Family Medicine
1093357592,T1,N,N,MA,Counselor - Mental Health
1912548546,T1,N,N,CA,Counselor - Mental Health
1174910574,off-grid,Y,N,MA,Internal Medicine - Geriatric Medicine
1487934436,off-grid,N,N,ME,Nurse Practitioner - Family
1316361017,T1,N,N,MA,Counselor - Mental Health
1477618528,T5,N,N,RI,Family Medicine
1881051902,off-grid,N,N,RI,Physician Assistant
1245454214,off-grid,N,N,MA,Social Worker - Clinical
1386080224,off-grid,N,N,ME,Psychologist
1023161965,off-grid,N,N,MA,Pediatrics
1225316730,off-grid,N,N,NH,Nurse Practitioner - Gerontology
1538117155,off-grid,N,N,ME,Emergency Medicine
1417121443,off-grid,N,N,MA,Emergency Medicine
1659570380,off-grid,N,N,MA,Pediatrics - Adolescent Medicine
1255812301,off-grid,N,N,NH,Counselor - Mental Health
1386148880,off-grid,Y,N,VT,Student in an Organized Health Care Education/Training Program
1275358756,off-grid,N,N,ME,Social Worker - Clinical
1285959577,off-grid,N,N,NH,Psychologist - Clinical
1003306226,T1,N,N,MA,Behavior Analyst
1477587574,T2,N,N,ME,Counselor - Mental Health
1831543693,T1,N,N,OR,Counselor - Mental Health
1053677302,T5,Y,N,MA,Internal Medicine - Hospice and Palliative Medicine
1285846253,off-grid,N,N,ME,Emergency Medicine
1962644377,off-grid,N,N,WV,Emergency Medicine
1588687511,T5,N,N,RI,Internal Medicine
1164841664,T1,N,N,FL,Social Worker - Clinical
1871153205,off-grid,N,N,MA,Family Medicine
1477621365,T4,N,N,NH,Nurse Practitioner
1003195587,T5,N,N,MA,Speech-Language Pathologist
1548231731,off-grid,Y,N,MA,Family Medicine
1831767755,off-grid,N,N,MA,Counselor - Mental Health
1386651073,off-grid,N,N,MA,Family Medicine
1497722201,off-grid,Y,N,MA,Internal Medicine
1609319334,off-grid,N,N,MA,Social Worker - Clinical
1750456042,T5,N,N,RI,Allergy & Immunology
1205221900,off-grid,N,N,MA,Family Medicine
1881993046,off-grid,Y,N,MA,Emergency Medicine
1447827563,T1,Y,N,MA,Social Worker - Clinical
1568982478,T1,N,N,WI,Social Worker - Clinical
1578030326,off-grid,N,N,NH,Physician Assistant
1740225358,off-grid,N,N,GA,Hospitalist
1568767119,off-grid,N,N,NH,Nurse Practitioner - Family
1760435572,T1,N,N,MA,Social Worker - Clinical
1962479444,off-grid,Y,N,MA,Advanced Practice Midwife
1356737456,off-grid,N,N,NH,Obstetrics & Gynecology - Maternal & Fetal Medicine
1356456321,off-grid,N,N,MA,Optometrist
1861581100,off-grid,N,N,NH,Social Worker
1134193519,T4,N,N,MA,Radiology - Diagnostic Radiology
1508166851,off-grid,Y,N,RI,Internal Medicine - Nephrology
1710963004,off-grid,Y,N,RI,Psychologist - Clinical
1588017024,T1,N,N,MA,Social Worker - Clinical
1417204033,off-grid,N,N,MA,Optometrist
1467887216,T1,N,N,MA,Counselor
1013279454,off-grid,Y,N,MA,Internal Medicine
1447641105,T1,N,N,ME,Counselor - Professional
1407004476,T1,N,N,MA,Social Worker - Clinical
1922405927,T1,N,N,NH,Counselor - Addiction (Substance Use Disorder)
1659314961,off-grid,N,N,NH,Physician Assistant - Medical
1326072810,off-grid,N,N,MA,Optometrist
1457528986,off-grid,Y,N,GA,Physical Medicine & Rehabilitation
1073287314,off-grid,Y,N,MA,Nurse Practitioner - Family
1992493308,off-grid,N,N,MN,Student in an Organized Health Care Education/Training Program
1396311387,T5,N,N,CT,Student in an Organized Health Care Education/Training Program
1942304688,T1,N,N,MA,Counselor - Mental Health
1649781683,off-grid,N,N,MA,Optometrist
1285817221,off-grid,Y,N,NH,Nurse Practitioner - Adult Health
1790903821,off-grid,N,N,MA,Chiropractor
1730552761,T2,N,N,ME,Counselor - Mental Health
1568904787,T1,N,N,MA,Social Worker - Clinical
1124662382,off-grid,N,N,MA,Nurse Practitioner - Primary Care
1619504552,T5,Y,N,MA,Orthopaedic Surgery
1114902749,off-grid,N,N,ME,Urology
1396870192,T1,N,N,MA,Social Worker - Clinical
1568551802,T5,N,N,MA,Internal Medicine - Geriatric Medicine
1104911650,T5,N,N,SC,Internal Medicine - Pulmonary Disease
1659160257,off-grid,Y,N,RI,Psychologist - Clinical
1275127458,off-grid,Y,N,RI,Psychologist - Clinical Child & Adolescent
1316985591,T5,N,N,MA,Psychologist - Clinical
1396889226,off-grid,N,N,MA,Psychologist - Clinical
1790211464,off-grid,N,N,NH,Counselor - Mental Health
1093125171,off-grid,N,N,MA,Emergency Medicine
1205201563,T1,N,N,FL,Social Worker - Clinical
1346774254,T1,N,N,MA,Counselor - Mental Health
1154981348,T1,N,N,MA,Counselor
1841630175,off-grid,Y,N,MA,Podiatrist
1275995433,T5,Y,N,MA,Internal Medicine - Critical Care Medicine
1215361274,T1,N,N,MA,Counselor
1275996779,off-grid,N,N,ME,Radiology - Diagnostic Radiology
1730396219,off-grid,N,N,MA,Nurse Practitioner - Acute Care
1891720066,T5,N,N,MA,Dentist - General Practice
1245877505,off-grid,Y,N,MA,Social Worker - Clinical
1205814357,T5,N,N,RI,Internal Medicine - Critical Care Medicine
1871929851,T1,N,N,ME,Counselor - Professional
1770662462,T4,N,N,VT,Otolaryngology
1255431755,off-grid,N,N,ME,Chiropractor
1841221082,off-grid,N,N,MA,Emergency Medicine
1164630075,T5,N,N,MA,Speech-Language Pathologist
1780499525,off-grid,Y,N,MA,Physician Assistant
1669833497,off-grid,N,N,MA,Marriage & Family Therapist
1518958164,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1801313069,off-grid,Y,N,NH,Psychologist - Clinical
1427609296,T1,N,N,CO,Counselor
1861831075,off-grid,N,N,ME,Podiatrist - Foot & Ankle Surgery
1386126084,T1,N,N,MA,Social Worker - Clinical
1447919444,off-grid,Y,N,MA,Physician Assistant
1104293398,T2,N,N,ME,Social Worker - Clinical
1508111675,off-grid,Y,N,MA,Nurse Practitioner
1043443831,T1,N,N,MA,Marriage & Family Therapist
1194162925,off-grid,N,N,ME,Nurse Practitioner - Family
1972758068,off-grid,Y,N,MA,Pediatrics - Pediatric Gastroenterology
1851393342,off-grid,N,N,MA,Urology
1871958223,off-grid,N,N,MA,Internal Medicine
1801384771,T1,N,N,MA,Counselor - Mental Health
1962440271,T5,N,N,MA,Internal Medicine - Pulmonary Disease
1942837737,off-grid,N,N,MA,Social Worker - Clinical
1851046296,off-grid,Y,N,NJ,Advanced Practice Midwife
1134197429,off-grid,Y,N,MA,Internal Medicine - Nephrology
1285252072,T5,N,N,MA,Internal Medicine
1073916953,T1,N,N,MA,Social Worker - Clinical
1962080242,off-grid,N,N,FL,Student in an Organized Health Care Education/Training Program
1336563279,off-grid,N,N,TN,Nurse Practitioner - Acute Care
1861987778,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1922042514,T5,N,N,RI,Orthopaedic Surgery
1093247116,off-grid,Y,N,MA,Family Medicine
1053937227,off-grid,Y,N,MA,Nurse Practitioner
1750757977,T1,N,N,VT,Counselor - Mental Health
1003371634,off-grid,N,N,MA,Registered Nurse
1376399626,T3,N,N,CT,Nurse Practitioner - Psychiatric/Mental Health
1023169141,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1417724907,off-grid,Y,N,MA,Physician Assistant
1912346214,off-grid,Y,N,MA,Student in an Organized Health Care Education/Training Program
1912319559,T5,N,N,RI,Family Medicine
1730892449,T1,N,N,NJ,Social Worker - Clinical
1407162464,T3,N,N,RI,Nurse Practitioner - Pediatrics
1780152926,T1,N,N,MA,Social Worker - Clinical
1225407703,T5,N,N,MA,Counselor - Mental Health
1265648919,off-grid,N,N,MA,Otolaryngology
1043669591,off-grid,Y,N,MA,Podiatrist
1033595210,off-grid,Y,N,MA,Nurse Practitioner - Acute Care
1699848358,off-grid,Y,N,NH,Hospitalist
1881626612,off-grid,N,N,RI,Chiropractor
1487085940,off-grid,N,N,NH,Counselor - Mental Health
1356397137,off-grid,N,N,MA,Internal Medicine - Pulmonary Disease
1316032063,T5,N,N,RI,Emergency Medicine
1114208758,off-grid,Y,N,CT,Nurse Practitioner - Adult Health
1629068796,off-grid,Y,N,MA,Psychiatry & Neurology - Psychiatry
1033644349,T1,N,N,MA,Counselor - Mental Health
1356371199,off-grid,Y,N,RI,Internal Medicine - Cardiovascular Disease
1265676928,off-grid,N,N,MA,Ophthalmology
1245236389,off-grid,N,N,MA,Dermatology
1437758125,T3,N,N,MA,Nurse Practitioner - Family
1881906725,off-grid,N,N,MA,Internal Medicine - Geriatric Medicine
1710628391,T5,N,N,MA,Clinic/Center - Hearing and Speech
1538490040,T1,N,N,MA,Marriage & Family Therapist
1326140682,off-grid,N,N,MA,Orthopaedic Surgery
1710536503,T1,N,N,MA,Social Worker - Clinical
1386866754,T5,N,N,MA,Family Medicine
1912280116,T5,N,N,NM,Preventive Medicine - Addiction Medicine
1538212576,off-grid,Y,N,MA,Obstetrics & Gynecology
1093985467,off-grid,N,N,MA,Internal Medicine
1295013761,off-grid,N,N,MA,Chiropractor
1013241744,off-grid,N,N,ME,Local Education Agency (LEA)
1558476234,off-grid,N,N,OK,Physical Medicine & Rehabilitation
1053367649,off-grid,N,N,TX,Radiology - Diagnostic Radiology
1154677334,off-grid,N,N,ME,Nurse Practitioner - Family
1750782207,T1,N,N,RI,Counselor - Mental Health
1033278320,T1,N,N,MA,Social Worker - Clinical
1114968138,off-grid,N,N,MA,Emergency Medicine
1265423719,off-grid,Y,N,MA,Obstetrics & Gynecology
1235429309,T1,N,N,MA,Counselor - Professional
1255935888,T4,N,N,NH,Clinic/Center - Physical Therapy
1255582508,off-grid,N,N,CT,Social Worker - Clinical
1073011748,off-grid,Y,N,MA,Nurse Practitioner - Family
1801057369,off-grid,N,N,MA,Chiropractor
1720646391,T1,N,N,MA,Social Worker - Clinical
1245583228,off-grid,Y,N,ME,Internal Medicine
1457514440,T5,N,N,MA,Internal Medicine - Cardiovascular Disease
1255329157,off-grid,N,N,NH,Internal Medicine
1972767671,off-grid,N,N,MA,Internal Medicine
1407163363,off-grid,N,N,MA,Chiropractor
1982397204,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1700294931,T2,N,N,ME,Social Worker - Clinical
1932982238,off-grid,N,N,NH,Counselor - Mental Health
1245989565,T5,N,N,MA,Ophthalmology
1134524697,off-grid,Y,N,NH,Nurse Practitioner - Adult Health
1942185715,T3,N,N,TX,Nurse Practitioner - Psychiatric/Mental Health
1295109684,off-grid,N,N,NH,Nurse Practitioner - Family
1891042008,off-grid,Y,N,MA,Internal Medicine
1932197803,off-grid,N,N,RI,Radiology - Diagnostic Radiology
1194240598,T2,N,N,ME,Social Worker - Clinical
1013145275,T5,Y,N,RI,Family Medicine
1407119373,T5,N,N,MA,Psychiatry & Neurology - Neurology
1932606456,off-grid,N,N,MA,Chiropractor
1043274046,off-grid,N,N,ME,Family Medicine - Sports Medicine
1770356404,off-grid,N,N,NH,Clinic/Center - Adolescent and Children Mental Health
1538301395,off-grid,N,N,MA,Physician Assistant - Medical
1376606061,off-grid,N,N,MA,Physician Assistant
1194177972,off-grid,N,N,NJ,Physician Assistant
1740959105,off-grid,N,N,MA,Family Medicine
1790304608,off-grid,Y,N,NH,Internal Medicine - Medical Oncology
1972144236,off-grid,Y,N,MA,Physician Assistant
1497105332,T5,N,N,RI,Family Medicine
1215974084,off-grid,N,N,MA,Internal Medicine - Rheumatology
1205114675,T3,N,N,MA,Nurse Practitioner - Adult Health
1538140058,off-grid,Y,N,MA,Emergency Medicine
1881020162,off-grid,N,N,ME,Physician Assistant - Surgical
1710056163,off-grid,N,N,MA,Pediatrics - Pediatric Endocrinology
1699734269,T5,N,N,DC,Internal Medicine
1386318368,off-grid,N,N,MA,Social Worker - Clinical
1497412845,T1,N,N,MA,Counselor - Mental Health
1871622084,T5,N,N,MA,"Dietitian, Registered - Nutrition, Pediatric"
1578541553,off-grid,N,N,ME,Internal Medicine
1245997873,T1,N,N,RI,Counselor - Mental Health
1881079192,T2,N,N,ME,Optometrist
1346067535,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1811529092,off-grid,N,N,MA,Social Worker - Clinical
1932213832,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1902873409,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1396721841,off-grid,N,N,MA,Internal Medicine - Pulmonary Disease
1073043022,T3,N,N,MA,Nurse Practitioner - Pediatrics
1962766857,off-grid,Y,N,MA,Pediatrics
1205096518,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1427686799,off-grid,Y,N,NH,Internal Medicine
1962530691,off-grid,N,N,MA,Family Medicine
1952364861,off-grid,N,N,MA,Internal Medicine
1053778324,T2,N,N,ME,Counselor - Professional
1265720890,T4,N,N,ME,Psychologist - Clinical
1023314887,off-grid,N,N,ME,Nurse Practitioner - Family
1841642576,off-grid,Y,N,MA,Radiology - Diagnostic Radiology
1962524934,T2,N,N,ME,Counselor - Mental Health
1306820162,off-grid,Y,N,PA,Radiology - Diagnostic Radiology
1922234517,off-grid,Y,N,MA,Obstetrics & Gynecology
1699152470,T1,N,N,MA,Social Worker - Clinical
1629796453,off-grid,N,N,ME,Psychologist - Clinical
1851859458,off-grid,Y,N,MA,Physician Assistant
1356906630,off-grid,N,N,FL,Emergency Medicine
1548445208,off-grid,N,N,MA,Nurse Practitioner
1184194904,T1,N,N,MA,Social Worker - Clinical
1801300603,T1,N,N,TX,Counselor - Mental Health
1013335017,T5,N,N,NY,Psychiatry & Neurology - Psychiatry
1952646622,off-grid,N,N,MA,Nurse Practitioner - Family
1417214107,T5,Y,N,MA,Ophthalmology
1619297124,off-grid,Y,N,MA,Internal Medicine - Pulmonary Disease
1255779146,T5,N,N,NY,Internal Medicine
1639179542,T3,N,N,MA,Advanced Practice Midwife
1225099138,off-grid,N,N,PA,Internal Medicine - Critical Care Medicine
1164050290,off-grid,N,N,MA,Internal Medicine
1205843505,off-grid,Y,N,NH,Internal Medicine
1952410557,off-grid,N,N,NH,Physical Medicine & Rehabilitation
1174311492,T5,N,N,RI,"Dietitian, Registered"
1114991486,T5,N,N,MA,Psychiatry & Neurology - Psychiatry
1396113304,T1,N,N,MA,Social Worker - Clinical
1316538549,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1558067686,off-grid,N,N,MA,Nurse Practitioner - Family
1356670830,T1,N,N,MA,Counselor
1184973042,off-grid,Y,N,MA,Physician Assistant
1912491101,T1,N,N,MA,Counselor - Mental Health
1164873311,off-grid,N,N,RI,Internal Medicine
1770846602,off-grid,Y,N,MA,Anesthesiology
1811910540,off-grid,N,N,VT,Family Medicine
1780632729,off-grid,Y,N,MA,Internal Medicine - Geriatric Medicine
1639180037,T3,N,N,MA,Nurse Practitioner - Family
1780029710,off-grid,Y,N,MA,Physician Assistant - Medical
1780732453,off-grid,Y,N,MA,Nurse Practitioner - Adult Health
1093734691,off-grid,N,N,MA,Dermatology
1023516879,off-grid,N,N,MA,Behavior Analyst
1508375957,off-grid,N,N,MA,Counselor
1942714043,T3,N,N,MA,Nurse Practitioner
1760893325,off-grid,Y,N,MA,Psychiatry & Neurology - Neurology
1457994576,T3,N,N,TX,Nurse Practitioner - Psychiatric/Mental Health
1073190740,off-grid,N,N,NH,Pediatrics
1326551524,T1,N,N,MA,Counselor - Mental Health
1316084247,off-grid,N,N,MA,Counselor - Mental Health
1609341718,T1,N,N,MA,Counselor - Mental Health
1114272705,T1,N,N,MA,Counselor
1215243381,off-grid,N,N,MA,Social Worker - Clinical
1033248026,T1,N,N,NH,Social Worker - Clinical
1003289414,T1,N,N,VT,Marriage & Family Therapist
1366150831,T1,N,N,CO,Social Worker - Clinical
1487830295,off-grid,Y,N,NH,Registered Nurse - Pediatrics
1740266378,off-grid,Y,N,MA,Pediatrics
1801576855,T1,N,N,MD,Social Worker
1437755600,T1,N,N,MA,Counselor - Mental Health
1861860793,T1,N,N,MA,Social Worker - Clinical
1922098003,off-grid,N,N,MA,Obstetrics & Gynecology
1871657296,T5,N,N,MA,Psychologist
1225018062,off-grid,Y,N,MA,Internal Medicine
1518457084,off-grid,Y,N,MA,Family Medicine
1811491467,off-grid,N,N,MA,Hospitalist
1871088286,T4,N,N,NH,Nurse Practitioner - Family
1689796096,off-grid,Y,N,MA,"Internal Medicine - Endocrinology, Diabetes & Metabolism"
1881273019,off-grid,N,N,MA,Allergy & Immunology
1386284446,T1,N,N,MA,Social Worker
1871576199,off-grid,Y,N,NH,Obstetrics & Gynecology - Gynecologic Oncology
1518593417,T1,N,N,ME,Counselor
1255964219,off-grid,Y,N,MA,Physician Assistant
1902723208,T1,N,N,NH,Social Worker - Clinical
1114059672,off-grid,N,N,ME,Internal Medicine
1992775068,off-grid,N,N,MA,Social Worker - Clinical
1548549306,T2,N,N,ME,Social Worker - Clinical
1083651673,T4,N,N,VT,Physical Therapist
1003973199,T1,N,N,MA,Counselor
1336896240,T4,N,N,MI,Physical Therapist
1265744833,T5,Y,N,MA,Internal Medicine
1457391997,off-grid,N,N,MA,Physical Medicine & Rehabilitation
1801066709,T5,N,N,MA,"Dietitian, Registered"
1679532691,off-grid,N,N,MA,Radiology - Diagnostic Radiology
1245430800,T5,N,N,RI,Optometrist
1942623699,off-grid,Y,N,NH,Nurse Practitioner - Family
1598407868,off-grid,N,N,ME,Family Medicine
1891147559,T1,N,N,CA,Counselor
1992235311,off-grid,Y,N,MA,Dermatology
1780463208,off-grid,N,N,ME,Physician Assistant
1942558697,T1,N,N,MA,Counselor - Addiction (Substance Use Disorder)
1427553072,off-grid,N,N,MA,Physician Assistant
1811486426,T1,N,N,MA,Social Worker
1962262832,T1,N,N,CA,Behavior Analyst
1730799040,T3,N,N,MA,Nurse Practitioner - Psychiatric/Mental Health
1023562501,T5,N,N,RI,"Dietitian, Registered"
1891528543,off-grid,N,N,MA,"Dietitian, Registered"
1962163261,T1,N,N,MA,Social Worker - Clinical
1407818974,off-grid,N,N,MA,Emergency Medicine
1932697125,T1,N,N,MA,Counselor - Mental Health
1174898837,T1,N,N,MA,Social Worker - Clinical
1710915384,off-grid,Y,N,NH,Audiologist-Hearing Aid Fitter
1255096590,off-grid,N,N,MA,Social Worker - Clinical
1326583121,off-grid,N,N,NH,Counselor - Mental Health
1285047456,T1,N,N,MA,Counselor - Mental Health
1386926517,off-grid,Y,N,MA,Nurse Practitioner - Family
1508246273,off-grid,Y,N,NY,Radiology - Diagnostic Radiology
1366106643,off-grid,Y,N,MA,Nurse Practitioner - Primary Care
1144229444,T1,N,N,MA,Counselor - Mental Health
1457813313,off-grid,N,N,ME,Occupational Therapist
1417025503,T2,N,N,ME,Optometrist
1700014057,off-grid,N,N,ME,Nurse Practitioner - Family
1649433665,off-grid,N,N,MA,Orthopaedic Surgery
1386050938,off-grid,Y,N,MA,Internal Medicine - Medical Oncology
1528624871,off-grid,Y,N,NJ,Internal Medicine
1093753295,off-grid,N,N,ME,Radiology - Diagnostic Radiology
